Block,direction,latitude,longitude,
196,NE,45.98526801,-112.541183,
196,NW,45.98526801,-112.541319,
197,SE,45.98501099,-112.541183,
197,SW,45.98501099,-112.541319,
197,NE,45.98513101,-112.541183,
197,NW,45.98513101,-112.541319,
198,SE,45.98486399,-112.541183,
198,SW,45.98486399,-112.541319,
198,NE,45.98498401,-112.541183,
198,NW,45.98498401,-112.541319,
199,SE,45.98472999,-112.541183,
199,SW,45.98472999,-112.541319,
199,NE,45.98485001,-112.541183,
199,NW,45.98485001,-112.541319,
200,SE,45.98459399,-112.541183,
200,SW,45.98459399,-112.541319,
200,NE,45.98471401,-112.541183,
200,NW,45.98471401,-112.541319,
201,SE,45.98445399,-112.541183,
201,SW,45.98445399,-112.541319,
201,NE,45.98457401,-112.541183,
201,NW,45.98457401,-112.541319,
202,SE,45.98431899,-112.541183,
202,SW,45.98431899,-112.541319,
202,NE,45.98443901,-112.541183,
202,NW,45.98443901,-112.541319,
203,SE,45.98415199,-112.541183,
203,SW,45.98415199,-112.541319,
203,NE,45.98427201,-112.541183,
203,NW,45.98427201,-112.541319,
204,SE,45.98401899,-112.541183,
204,SW,45.98401899,-112.541319,
204,NE,45.98413901,-112.541183,
204,NW,45.98413901,-112.541319,
205,SE,45.98387699,-112.541183,
205,SW,45.98387699,-112.541319,
205,NE,45.98399701,-112.541183,
205,NW,45.98399701,-112.541319,
206,SE,45.98373999,-112.541183,
206,SW,45.98373999,-112.541319,
206,NE,45.98386001,-112.541183,
206,NW,45.98386001,-112.541319,
207,SE,45.98360399,-112.541183,
207,SW,45.98360399,-112.541319,
207,NE,45.98372401,-112.541183,
207,NW,45.98372401,-112.541319,
208,SE,45.98346599,-112.541183,
208,SW,45.98346599,-112.541319,
208,NE,45.98358601,-112.541183,
208,NW,45.98358601,-112.541319,
209,SE,45.98346599,-112.541335,
209,SW,45.98346599,-112.541471,
209,NE,45.98358601,-112.541335,
209,NW,45.98358601,-112.541471,
210,SE,45.98360399,-112.541335,
210,SW,45.98360399,-112.541471,
210,NE,45.98372401,-112.541335,
210,NW,45.98372401,-112.541471,
211,SE,45.98373999,-112.541335,
211,SW,45.98373999,-112.541471,
211,NE,45.98386001,-112.541335,
211,NW,45.98386001,-112.541471,
212,SE,45.98387699,-112.541335,
212,SW,45.98387699,-112.541471,
212,NE,45.98399701,-112.541335,
212,NW,45.98399701,-112.541471,
213,SE,45.98401899,-112.541335,
213,SW,45.98401899,-112.541471,
213,NE,45.98413901,-112.541335,
213,NW,45.98413901,-112.541471,
214,SE,45.98415199,-112.541335,
214,SW,45.98415199,-112.541471,
214,NE,45.98427201,-112.541335,
214,NW,45.98427201,-112.541471,
215,SE,45.98431899,-112.541335,
215,SW,45.98431899,-112.541471,
215,NE,45.98443901,-112.541335,
215,NW,45.98443901,-112.541471,
216,SE,45.98445399,-112.541335,
216,SW,45.98445399,-112.541471,
216,NE,45.98457401,-112.541335,
216,NW,45.98457401,-112.541471,
217,SE,45.98459399,-112.541335,
217,SW,45.98459399,-112.541471,
217,NE,45.98471401,-112.541335,
217,NW,45.98471401,-112.541471,
218,SE,45.98472999,-112.541335,
218,SW,45.98472999,-112.541471,
218,NE,45.98485001,-112.541335,
218,NW,45.98485001,-112.541471,
219,SE,45.98486399,-112.541335,
219,SW,45.98486399,-112.541471,
219,NE,45.98498401,-112.541335,
219,NW,45.98498401,-112.541471,
220,SE,45.98501099,-112.541335,
220,SW,45.98501099,-112.541471,
220,NE,45.98513101,-112.541335,
220,NW,45.98513101,-112.541471,
221,SE,45.98514799,-112.541335,
221,SW,45.98514799,-112.541471,
221,NE,45.98526801,-112.541335,
221,NW,45.98526801,-112.541471,
222,SE,45.98527999,-112.541335,
222,SW,45.98527999,-112.541471,
222,NE,45.98540001,-112.541335,
222,NW,45.98540001,-112.541471,
223,SE,45.98542199,-112.541335,
223,SW,45.98542199,-112.541471,
223,NE,45.98554201,-112.541335,
223,NW,45.98554201,-112.541471,
224,SE,45.98555099,-112.541335,
224,SW,45.98555099,-112.541471,
224,NE,45.98567101,-112.541335,
224,NW,45.98567101,-112.541471,
225,SE,45.98555099,-112.541496,
225,SW,45.98555099,-112.541632,
225,NE,45.98567101,-112.541496,
225,NW,45.98567101,-112.541632,
226,SE,45.98542199,-112.541496,
226,SW,45.98542199,-112.541632,
226,NE,45.98554201,-112.541496,
226,NW,45.98554201,-112.541632,
227,SE,45.98527999,-112.541496,
227,SW,45.98527999,-112.541632,
227,NE,45.98540001,-112.541496,
227,NW,45.98540001,-112.541632,
228,SE,45.98514799,-112.541496,
228,SW,45.98514799,-112.541632,
228,NE,45.98526801,-112.541496,
228,NW,45.98526801,-112.541632,
229,SE,45.98501099,-112.541496,
229,SW,45.98501099,-112.541632,
229,NE,45.98513101,-112.541496,
229,NW,45.98513101,-112.541632,
230,SE,45.98486399,-112.541496,
230,SW,45.98486399,-112.541632,
230,NE,45.98498401,-112.541496,
230,NW,45.98498401,-112.541632,
231,SE,45.98472999,-112.541496,
231,SW,45.98472999,-112.541632,
231,NE,45.98485001,-112.541496,
231,NW,45.98485001,-112.541632,
232,SE,45.98459399,-112.541496,
232,SW,45.98459399,-112.541632,
232,NE,45.98471401,-112.541496,
232,NW,45.98471401,-112.541632,
233,SE,45.98445399,-112.541496,
233,SW,45.98445399,-112.541632,
233,NE,45.98457401,-112.541496,
233,NW,45.98457401,-112.541632,
234,SE,45.98431899,-112.541496,
234,SW,45.98431899,-112.541632,
234,NE,45.98443901,-112.541496,
234,NW,45.98443901,-112.541632,
235,SE,45.98415199,-112.541496,
235,SW,45.98415199,-112.541632,
235,NE,45.98427201,-112.541496,
235,NW,45.98427201,-112.541632,
236,SE,45.98401899,-112.541496,
236,SW,45.98401899,-112.541632,
236,NE,45.98413901,-112.541496,
236,NW,45.98413901,-112.541632,
237,SE,45.98387699,-112.541496,
237,SW,45.98387699,-112.541632,
237,NE,45.98399701,-112.541496,
237,NW,45.98399701,-112.541632,
238,SE,45.98373999,-112.541496,
238,SW,45.98373999,-112.541632,
238,NE,45.98386001,-112.541496,
238,NW,45.98386001,-112.541632,
239,SE,45.98360399,-112.541496,
239,SW,45.98360399,-112.541632,
239,NE,45.98372401,-112.541496,
239,NW,45.98372401,-112.541632,
240,SE,45.98346599,-112.541496,
240,SW,45.98346599,-112.541632,
240,NE,45.98358601,-112.541496,
240,NW,45.98358601,-112.541632,
241,SE,45.98346599,-112.541693,
241,SW,45.98346599,-112.541829,
241,NE,45.98358601,-112.541693,
241,NW,45.98358601,-112.541829,
242,SE,45.98360399,-112.541693,
242,SW,45.98360399,-112.541829,
242,NE,45.98372401,-112.541693,
242,NW,45.98372401,-112.541829,
243,SE,45.98373999,-112.541693,
243,SW,45.98373999,-112.541829,
243,NE,45.98386001,-112.541693,
243,NW,45.98386001,-112.541829,
244,SE,45.98387699,-112.541693,
244,SW,45.98387699,-112.541829,
244,NE,45.98399701,-112.541693,
244,NW,45.98399701,-112.541829,
245,SE,45.98401899,-112.541693,
245,SW,45.98401899,-112.541829,
245,NE,45.98413901,-112.541693,
245,NW,45.98413901,-112.541829,
246,SE,45.98415199,-112.541693,
246,SW,45.98415199,-112.541829,
246,NE,45.98427201,-112.541693,
246,NW,45.98427201,-112.541829,
247,SE,45.98431899,-112.541693,
247,SW,45.98431899,-112.541829,
247,NE,45.98443901,-112.541693,
247,NW,45.98443901,-112.541829,
248,SE,45.98445399,-112.541693,
248,SW,45.98445399,-112.541829,
248,NE,45.98457401,-112.541693,
248,NW,45.98457401,-112.541829,
249,SE,45.98459399,-112.541693,
249,SW,45.98459399,-112.541829,
249,NE,45.98471401,-112.541693,
249,NW,45.98471401,-112.541829,
250,SE,45.98472999,-112.541693,
250,SW,45.98472999,-112.541829,
250,NE,45.98485001,-112.541693,
250,NW,45.98485001,-112.541829,
251,SE,45.98486399,-112.541693,
251,SW,45.98486399,-112.541829,
251,NE,45.98498401,-112.541693,
251,NW,45.98498401,-112.541829,
252,SE,45.98501099,-112.541693,
252,SW,45.98501099,-112.541829,
252,NE,45.98513101,-112.541693,
252,NW,45.98513101,-112.541829,
253,SE,45.98514799,-112.541693,
253,SW,45.98514799,-112.541829,
253,NE,45.98526801,-112.541693,
253,NW,45.98526801,-112.541829,
254,SE,45.98527999,-112.541693,
254,SW,45.98527999,-112.541829,
254,NE,45.98540001,-112.541693,
254,NW,45.98540001,-112.541829,
255,SE,45.98542199,-112.541693,
255,SW,45.98542199,-112.541829,
255,NE,45.98554201,-112.541693,
255,NW,45.98554201,-112.541829,
256,SE,45.98555099,-112.541693,
256,SW,45.98555099,-112.541829,
256,NE,45.98567101,-112.541693,
256,NW,45.98567101,-112.541829,
257,SE,45.98555099,-112.541837,
257,SW,45.98555099,-112.541973,
257,NE,45.98567101,-112.541837,
257,NW,45.98567101,-112.541973,
258,SE,45.98542199,-112.541837,
258,SW,45.98542199,-112.541973,
258,NE,45.98554201,-112.541837,
258,NW,45.98554201,-112.541973,
259,SE,45.98527999,-112.541837,
259,SW,45.98527999,-112.541973,
259,NE,45.98540001,-112.541837,
259,NW,45.98540001,-112.541973,
260,SE,45.98514799,-112.541837,
260,SW,45.98514799,-112.541973,
260,NE,45.98526801,-112.541837,
260,NW,45.98526801,-112.541973,
261,SE,45.98501099,-112.541837,
261,SW,45.98501099,-112.541973,
261,NE,45.98513101,-112.541837,
261,NW,45.98513101,-112.541973,
262,SE,45.98486399,-112.541837,
262,SW,45.98486399,-112.541973,
262,NE,45.98498401,-112.541837,
262,NW,45.98498401,-112.541973,
263,SE,45.98472999,-112.541837,
263,SW,45.98472999,-112.541973,
263,NE,45.98485001,-112.541837,
263,NW,45.98485001,-112.541973,
264,SE,45.98459399,-112.541837,
264,SW,45.98459399,-112.541973,
264,NE,45.98471401,-112.541837,
264,NW,45.98471401,-112.541973,
265,SE,45.98445399,-112.541837,
265,SW,45.98445399,-112.541973,
265,NE,45.98457401,-112.541837,
265,NW,45.98457401,-112.541973,
266,SE,45.98431899,-112.541837,
266,SW,45.98431899,-112.541973,
266,NE,45.98443901,-112.541837,
266,NW,45.98443901,-112.541973,
267,SE,45.98415199,-112.541837,
267,SW,45.98415199,-112.541973,
267,NE,45.98427201,-112.541837,
267,NW,45.98427201,-112.541973,
268,SE,45.98401899,-112.541837,
268,SW,45.98401899,-112.541973,
268,NE,45.98413901,-112.541837,
268,NW,45.98413901,-112.541973,
269,SE,45.98387699,-112.541837,
269,SW,45.98387699,-112.541973,
269,NE,45.98399701,-112.541837,
269,NW,45.98399701,-112.541973,
270,SE,45.98373999,-112.541837,
270,SW,45.98373999,-112.541973,
270,NE,45.98386001,-112.541837,
270,NW,45.98386001,-112.541973,
271,SE,45.98360399,-112.541837,
271,SW,45.98360399,-112.541973,
271,NE,45.98372401,-112.541837,
271,NW,45.98372401,-112.541973,
272,SE,45.98346599,-112.541837,
272,SW,45.98346599,-112.541973,
272,NE,45.98358601,-112.541837,
272,NW,45.98358601,-112.541973,
273,SE,45.98346599,-112.542009,
273,SW,45.98346599,-112.542145,
273,NE,45.98358601,-112.542009,
273,NW,45.98358601,-112.542145,
274,SE,45.98360399,-112.542009,
274,SW,45.98360399,-112.542145,
274,NE,45.98372401,-112.542009,
274,NW,45.98372401,-112.542145,
275,SE,45.98373999,-112.542009,
275,SW,45.98373999,-112.542145,
275,NE,45.98386001,-112.542009,
275,NW,45.98386001,-112.542145,
276,SE,45.98387699,-112.542009,
276,SW,45.98387699,-112.542145,
276,NE,45.98399701,-112.542009,
276,NW,45.98399701,-112.542145,
277,SE,45.98401899,-112.542009,
277,SW,45.98401899,-112.542145,
277,NE,45.98413901,-112.542009,
277,NW,45.98413901,-112.542145,
278,SE,45.98415199,-112.542009,
278,SW,45.98415199,-112.542145,
278,NE,45.98427201,-112.542009,
278,NW,45.98427201,-112.542145,
279,SE,45.98431899,-112.542009,
279,SW,45.98431899,-112.542145,
279,NE,45.98443901,-112.542009,
279,NW,45.98443901,-112.542145,
280,SE,45.98445399,-112.542009,
280,SW,45.98445399,-112.542145,
280,NE,45.98457401,-112.542009,
280,NW,45.98457401,-112.542145,
281,SE,45.98459399,-112.542009,
281,SW,45.98459399,-112.542145,
281,NE,45.98471401,-112.542009,
281,NW,45.98471401,-112.542145,
282,SE,45.98472999,-112.542009,
282,SW,45.98472999,-112.542145,
282,NE,45.98485001,-112.542009,
282,NW,45.98485001,-112.542145,
283,SE,45.98486399,-112.542009,
283,SW,45.98486399,-112.542145,
283,NE,45.98498401,-112.542009,
283,NW,45.98498401,-112.542145,
284,SE,45.98501099,-112.542009,
284,SW,45.98501099,-112.542145,
284,NE,45.98513101,-112.542009,
284,NW,45.98513101,-112.542145,
285,SE,45.98514799,-112.542009,
285,SW,45.98514799,-112.542145,
285,NE,45.98526801,-112.542009,
285,NW,45.98526801,-112.542145,
286,SE,45.98527999,-112.542009,
286,SW,45.98527999,-112.542145,
286,NE,45.98540001,-112.542009,
286,NW,45.98540001,-112.542145,
287,SE,45.98542199,-112.542009,
287,SW,45.98542199,-112.542145,
287,NE,45.98554201,-112.542009,
287,NW,45.98554201,-112.542145,
288,SE,45.98555099,-112.542009,
288,SW,45.98555099,-112.542145,
288,NE,45.98567101,-112.542009,
288,NW,45.98567101,-112.542145,
289,SE,45.98555099,-112.542157,
289,SW,45.98555099,-112.542293,
289,NE,45.98567101,-112.542157,
289,NW,45.98567101,-112.542293,
290,SE,45.98542199,-112.542157,
290,SW,45.98542199,-112.542293,
290,NE,45.98554201,-112.542157,
290,NW,45.98554201,-112.542293,
291,SE,45.98527999,-112.542157,
291,SW,45.98527999,-112.542293,
291,NE,45.98540001,-112.542157,
291,NW,45.98540001,-112.542293,
292,SE,45.98514799,-112.542157,
292,SW,45.98514799,-112.542293,
292,NE,45.98526801,-112.542157,
292,NW,45.98526801,-112.542293,
293,SE,45.98501099,-112.542157,
293,SW,45.98501099,-112.542293,
293,NE,45.98513101,-112.542157,
293,NW,45.98513101,-112.542293,
294,SE,45.98486399,-112.542157,
294,SW,45.98486399,-112.542293,
294,NE,45.98498401,-112.542157,
294,NW,45.98498401,-112.542293,
295,SE,45.98472999,-112.542157,
295,SW,45.98472999,-112.542293,
295,NE,45.98485001,-112.542157,
295,NW,45.98485001,-112.542293,
296,SE,45.98459399,-112.542157,
296,SW,45.98459399,-112.542293,
296,NE,45.98471401,-112.542157,
296,NW,45.98471401,-112.542293,
297,SE,45.98445399,-112.542157,
297,SW,45.98445399,-112.542293,
297,NE,45.98457401,-112.542157,
297,NW,45.98457401,-112.542293,
298,SE,45.98431899,-112.542157,
298,SW,45.98431899,-112.542293,
298,NE,45.98443901,-112.542157,
298,NW,45.98443901,-112.542293,
299,SE,45.98415199,-112.542157,
299,SW,45.98415199,-112.542293,
299,NE,45.98427201,-112.542157,
299,NW,45.98427201,-112.542293,
300,SE,45.98401899,-112.542157,
300,SW,45.98401899,-112.542293,
300,NE,45.98413901,-112.542157,
300,NW,45.98413901,-112.542293,
301,SE,45.98387699,-112.542157,
301,SW,45.98387699,-112.542293,
301,NE,45.98399701,-112.542157,
301,NW,45.98399701,-112.542293,
302,SE,45.98373999,-112.542157,
302,SW,45.98373999,-112.542293,
302,NE,45.98386001,-112.542157,
302,NW,45.98386001,-112.542293,
303,SE,45.98360399,-112.542157,
303,SW,45.98360399,-112.542293,
303,NE,45.98372401,-112.542157,
303,NW,45.98372401,-112.542293,
304,SE,45.98346599,-112.542157,
304,SW,45.98346599,-112.542293,
304,NE,45.98358601,-112.542157,
304,NW,45.98358601,-112.542293,
305,SE,45.98346599,-112.542315,
305,SW,45.98346599,-112.542451,
305,NE,45.98358601,-112.542315,
305,NW,45.98358601,-112.542451,
306,SE,45.98360399,-112.542315,
306,SW,45.98360399,-112.542451,
306,NE,45.98372401,-112.542315,
306,NW,45.98372401,-112.542451,
307,SE,45.98373999,-112.542315,
307,SW,45.98373999,-112.542451,
307,NE,45.98386001,-112.542315,
307,NW,45.98386001,-112.542451,
308,SE,45.98387699,-112.542315,
308,SW,45.98387699,-112.542451,
308,NE,45.98399701,-112.542315,
308,NW,45.98399701,-112.542451,
309,SE,45.98401899,-112.542315,
309,SW,45.98401899,-112.542451,
309,NE,45.98413901,-112.542315,
309,NW,45.98413901,-112.542451,
310,SE,45.98415199,-112.542315,
310,SW,45.98415199,-112.542451,
310,NE,45.98427201,-112.542315,
310,NW,45.98427201,-112.542451,
311,SE,45.98431899,-112.542315,
311,SW,45.98431899,-112.542451,
311,NE,45.98443901,-112.542315,
311,NW,45.98443901,-112.542451,
312,SE,45.98445399,-112.542315,
312,SW,45.98445399,-112.542451,
312,NE,45.98457401,-112.542315,
312,NW,45.98457401,-112.542451,
313,SE,45.98459399,-112.542315,
313,SW,45.98459399,-112.542451,
313,NE,45.98471401,-112.542315,
313,NW,45.98471401,-112.542451,
314,SE,45.98472999,-112.542315,
314,SW,45.98472999,-112.542451,
314,NE,45.98485001,-112.542315,
314,NW,45.98485001,-112.542451,
315,SE,45.98486399,-112.542315,
315,SW,45.98486399,-112.542451,
315,NE,45.98498401,-112.542315,
315,NW,45.98498401,-112.542451,
316,SE,45.98501099,-112.542315,
316,SW,45.98501099,-112.542451,
316,NE,45.98513101,-112.542315,
316,NW,45.98513101,-112.542451,
317,SE,45.98514799,-112.542315,
317,SW,45.98514799,-112.542451,
317,NE,45.98526801,-112.542315,
317,NW,45.98526801,-112.542451,
318,SE,45.98527999,-112.542315,
318,SW,45.98527999,-112.542451,
318,NE,45.98540001,-112.542315,
318,NW,45.98540001,-112.542451,
319,SE,45.98542199,-112.542315,
319,SW,45.98542199,-112.542451,
319,NE,45.98554201,-112.542315,
319,NW,45.98554201,-112.542451,
320,SE,45.98555099,-112.542315,
320,SW,45.98555099,-112.542451,
320,NE,45.98567101,-112.542315,
320,NW,45.98567101,-112.542451,
321,SE,45.98555099,-112.542525,
321,SW,45.98555099,-112.542661,
321,NE,45.98567101,-112.542525,
321,NW,45.98567101,-112.542661,
322,SE,45.98542199,-112.542525,
322,SW,45.98542199,-112.542661,
322,NE,45.98554201,-112.542525,
322,NW,45.98554201,-112.542661,
323,SE,45.98527999,-112.542525,
323,SW,45.98527999,-112.542661,
323,NE,45.98540001,-112.542525,
323,NW,45.98540001,-112.542661,
324,SE,45.98514799,-112.542525,
324,SW,45.98514799,-112.542661,
324,NE,45.98526801,-112.542525,
324,NW,45.98526801,-112.542661,
325,SE,45.98501099,-112.542525,
325,SW,45.98501099,-112.542661,
325,NE,45.98513101,-112.542525,
325,NW,45.98513101,-112.542661,
326,SE,45.98486399,-112.542525,
326,SW,45.98486399,-112.542661,
326,NE,45.98498401,-112.542525,
326,NW,45.98498401,-112.542661,
327,SE,45.98472999,-112.542525,
327,SW,45.98472999,-112.542661,
327,NE,45.98485001,-112.542525,
327,NW,45.98485001,-112.542661,
328,SE,45.98459399,-112.542525,
328,SW,45.98459399,-112.542661,
328,NE,45.98471401,-112.542525,
328,NW,45.98471401,-112.542661,
329,SE,45.98445399,-112.542525,
329,SW,45.98445399,-112.542661,
329,NE,45.98457401,-112.542525,
329,NW,45.98457401,-112.542661,
330,SE,45.98431899,-112.542525,
330,SW,45.98431899,-112.542661,
330,NE,45.98443901,-112.542525,
330,NW,45.98443901,-112.542661,
331,SE,45.98415199,-112.542525,
331,SW,45.98415199,-112.542661,
331,NE,45.98427201,-112.542525,
331,NW,45.98427201,-112.542661,
332,SE,45.98401899,-112.542525,
332,SW,45.98401899,-112.542661,
332,NE,45.98413901,-112.542525,
332,NW,45.98413901,-112.542661,
333,SE,45.98387699,-112.542525,
333,SW,45.98387699,-112.542661,
333,NE,45.98399701,-112.542525,
333,NW,45.98399701,-112.542661,
334,SE,45.98373999,-112.542525,
334,SW,45.98373999,-112.542661,
334,NE,45.98386001,-112.542525,
334,NW,45.98386001,-112.542661,
335,SE,45.98360399,-112.542525,
335,SW,45.98360399,-112.542661,
335,NE,45.98372401,-112.542525,
335,NW,45.98372401,-112.542661,
336,SE,45.98346599,-112.542525,
336,SW,45.98346599,-112.542661,
336,NE,45.98358601,-112.542525,
336,NW,45.98358601,-112.542661,
337,SE,45.98346599,-112.542676,
337,SW,45.98346599,-112.542812,
337,NE,45.98358601,-112.542676,
337,NW,45.98358601,-112.542812,
338,SE,45.98360399,-112.542676,
338,SW,45.98360399,-112.542812,
338,NE,45.98372401,-112.542676,
338,NW,45.98372401,-112.542812,
339,SE,45.98373999,-112.542676,
339,SW,45.98373999,-112.542812,
339,NE,45.98386001,-112.542676,
339,NW,45.98386001,-112.542812,
340,SE,45.98387699,-112.542676,
340,SW,45.98387699,-112.542812,
340,NE,45.98399701,-112.542676,
340,NW,45.98399701,-112.542812,
341,SE,45.98401899,-112.542676,
341,SW,45.98401899,-112.542812,
341,NE,45.98413901,-112.542676,
341,NW,45.98413901,-112.542812,
342,SE,45.98415199,-112.542676,
342,SW,45.98415199,-112.542812,
342,NE,45.98427201,-112.542676,
342,NW,45.98427201,-112.542812,
343,SE,45.98431899,-112.542676,
343,SW,45.98431899,-112.542812,
343,NE,45.98443901,-112.542676,
343,NW,45.98443901,-112.542812,
344,SE,45.98445399,-112.542676,
344,SW,45.98445399,-112.542812,
344,NE,45.98457401,-112.542676,
344,NW,45.98457401,-112.542812,
345,SE,45.98459399,-112.542676,
345,SW,45.98459399,-112.542812,
345,NE,45.98471401,-112.542676,
345,NW,45.98471401,-112.542812,
346,SE,45.98472999,-112.542676,
346,SW,45.98472999,-112.542812,
346,NE,45.98485001,-112.542676,
346,NW,45.98485001,-112.542812,
347,SE,45.98486399,-112.542676,
347,SW,45.98486399,-112.542812,
347,NE,45.98498401,-112.542676,
347,NW,45.98498401,-112.542812,
348,SE,45.98501099,-112.542676,
348,SW,45.98501099,-112.542812,
348,NE,45.98513101,-112.542676,
348,NW,45.98513101,-112.542812,
349,SE,45.98514799,-112.542676,
349,SW,45.98514799,-112.542812,
349,NE,45.98526801,-112.542676,
349,NW,45.98526801,-112.542812,
350,SE,45.98527999,-112.542676,
350,SW,45.98527999,-112.542812,
350,NE,45.98540001,-112.542676,
350,NW,45.98540001,-112.542812,
351,SE,45.98542199,-112.542676,
351,SW,45.98542199,-112.542812,
351,NE,45.98554201,-112.542676,
351,NW,45.98554201,-112.542812,
352,SE,45.98555099,-112.542676,
352,SW,45.98555099,-112.542812,
352,NE,45.98567101,-112.542676,
352,NW,45.98567101,-112.542812,
353,SE,45.98555099,-112.542835,
353,SW,45.98555099,-112.542971,
353,NE,45.98567101,-112.542835,
353,NW,45.98567101,-112.542971,
354,SE,45.98542199,-112.542835,
354,SW,45.98542199,-112.542971,
354,NE,45.98554201,-112.542835,
354,NW,45.98554201,-112.542971,
355,SE,45.98527999,-112.542835,
355,SW,45.98527999,-112.542971,
355,NE,45.98540001,-112.542835,
355,NW,45.98540001,-112.542971,
356,SE,45.98514799,-112.542835,
356,SW,45.98514799,-112.542971,
356,NE,45.98526801,-112.542835,
356,NW,45.98526801,-112.542971,
357,SE,45.98501099,-112.542835,
357,SW,45.98501099,-112.542971,
357,NE,45.98513101,-112.542835,
357,NW,45.98513101,-112.542971,
358,SE,45.98486399,-112.542835,
358,SW,45.98486399,-112.542971,
358,NE,45.98498401,-112.542835,
358,NW,45.98498401,-112.542971,
359,SE,45.98472999,-112.542835,
359,SW,45.98472999,-112.542971,
359,NE,45.98485001,-112.542835,
359,NW,45.98485001,-112.542971,
360,SE,45.98459399,-112.542835,
360,SW,45.98459399,-112.542971,
360,NE,45.98471401,-112.542835,
360,NW,45.98471401,-112.542971,
361,SE,45.98445399,-112.542835,
361,SW,45.98445399,-112.542971,
361,NE,45.98457401,-112.542835,
361,NW,45.98457401,-112.542971,
362,SE,45.98431899,-112.542835,
362,SW,45.98431899,-112.542971,
362,NE,45.98443901,-112.542835,
362,NW,45.98443901,-112.542971,
363,SE,45.98415199,-112.542835,
363,SW,45.98415199,-112.542971,
363,NE,45.98427201,-112.542835,
363,NW,45.98427201,-112.542971,
364,SE,45.98401899,-112.542835,
364,SW,45.98401899,-112.542971,
364,NE,45.98413901,-112.542835,
364,NW,45.98413901,-112.542971,
365,SE,45.98387699,-112.542835,
365,SW,45.98387699,-112.542971,
365,NE,45.98399701,-112.542835,
365,NW,45.98399701,-112.542971,
366,SE,45.98373999,-112.542835,
366,SW,45.98373999,-112.542971,
366,NE,45.98386001,-112.542835,
366,NW,45.98386001,-112.542971,
367,SE,45.98360399,-112.542835,
367,SW,45.98360399,-112.542971,
367,NE,45.98372401,-112.542835,
367,NW,45.98372401,-112.542971,
368,SE,45.98346599,-112.542835,
368,SW,45.98346599,-112.542971,
368,NE,45.98358601,-112.542835,
368,NW,45.98358601,-112.542971,
369,SE,45.98346599,-112.542996,
369,SW,45.98346599,-112.543132,
369,NE,45.98358601,-112.542996,
369,NW,45.98358601,-112.543132,
370,SE,45.98360399,-112.542996,
370,SW,45.98360399,-112.543132,
370,NE,45.98372401,-112.542996,
370,NW,45.98372401,-112.543132,
371,SE,45.98373999,-112.542996,
371,SW,45.98373999,-112.543132,
371,NE,45.98386001,-112.542996,
371,NW,45.98386001,-112.543132,
372,SE,45.98387699,-112.542996,
372,SW,45.98387699,-112.543132,
372,NE,45.98399701,-112.542996,
372,NW,45.98399701,-112.543132,
373,SE,45.98401899,-112.542996,
373,SW,45.98401899,-112.543132,
373,NE,45.98413901,-112.542996,
373,NW,45.98413901,-112.543132,
374,SE,45.98415199,-112.542996,
374,SW,45.98415199,-112.543132,
374,NE,45.98427201,-112.542996,
374,NW,45.98427201,-112.543132,
375,SE,45.98431899,-112.542996,
375,SW,45.98431899,-112.543132,
375,NE,45.98443901,-112.542996,
375,NW,45.98443901,-112.543132,
376,SE,45.98445399,-112.542996,
376,SW,45.98445399,-112.543132,
376,NE,45.98457401,-112.542996,
376,NW,45.98457401,-112.543132,
377,SE,45.98459399,-112.542996,
377,SW,45.98459399,-112.543132,
377,NE,45.98471401,-112.542996,
377,NW,45.98471401,-112.543132,
378,SE,45.98472999,-112.542996,
378,SW,45.98472999,-112.543132,
378,NE,45.98485001,-112.542996,
378,NW,45.98485001,-112.543132,
379,SE,45.98486399,-112.542996,
379,SW,45.98486399,-112.543132,
379,NE,45.98498401,-112.542996,
379,NW,45.98498401,-112.543132,
380,SE,45.98501099,-112.542996,
380,SW,45.98501099,-112.543132,
380,NE,45.98513101,-112.542996,
380,NW,45.98513101,-112.543132,
381,SE,45.98514799,-112.542996,
381,SW,45.98514799,-112.543132,
381,NE,45.98526801,-112.542996,
381,NW,45.98526801,-112.543132,
382,SE,45.98527999,-112.542996,
382,SW,45.98527999,-112.543132,
382,NE,45.98540001,-112.542996,
382,NW,45.98540001,-112.543132,
383,SE,45.98542199,-112.542996,
383,SW,45.98542199,-112.543132,
383,NE,45.98554201,-112.542996,
383,NW,45.98554201,-112.543132,
384,SE,45.98555099,-112.542996,
384,SW,45.98555099,-112.543132,
384,NE,45.98567101,-112.542996,
384,NW,45.98567101,-112.543132,
385,SE,45.98555099,-112.543153,
385,SW,45.98555099,-112.543289,
385,NE,45.98567101,-112.543153,
385,NW,45.98567101,-112.543289,
386,SE,45.98542199,-112.543153,
386,SW,45.98542199,-112.543289,
386,NE,45.98554201,-112.543153,
386,NW,45.98554201,-112.543289,
387,SE,45.98527999,-112.543153,
387,SW,45.98527999,-112.543289,
387,NE,45.98540001,-112.543153,
387,NW,45.98540001,-112.543289,
388,SE,45.98514799,-112.543153,
388,SW,45.98514799,-112.543289,
388,NE,45.98526801,-112.543153,
388,NW,45.98526801,-112.543289,
389,SE,45.98501099,-112.543153,
389,SW,45.98501099,-112.543289,
389,NE,45.98513101,-112.543153,
389,NW,45.98513101,-112.543289,
390,SE,45.98486399,-112.543153,
390,SW,45.98486399,-112.543289,
